#,DEX,ID,NAME,FAST,CHARGE,Fast DPS,Charge DPS,Useless,Weave DPS,Fast%,NOTES,OFF %,DEF %, ,Comb Rank,DPS,OFF TDO,OFF TDO %,DEF TDO,DEF TDO %,EHP,MAX CP,,Comb Rank_1,EHP_1,DPS_1,OFF TDO_1,,Comb Rank_3,EHP_3,DPS_3,OFF TDO_3
2713,233,251,Porygon2,Hidden Power Flying,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1523,10.3,302,41.8%,234,46.7%,153,2711,,1877,153,10.3,302,,896,153,14.2,419
2714,233,251,Porygon2,Hidden Power Poison,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1243,11.0,324,45.0%,266,53.0%,153,2711,,1655,153,11.0,324,,650,153,15.7,461
2715,233,251,Porygon2,Hidden Power Poison,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1018,12.0,354,49.1%,278,55.5%,153,2711,,1438,153,12.0,354,,1293,153,12.0,354
2716,233,251,Porygon2,Hidden Power Poison,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1524,10.3,302,41.8%,234,46.7%,153,2711,,1878,153,10.3,302,,897,153,14.2,419
2717,233,251,Porygon2,Hidden Power Ground,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1244,11.0,324,45.0%,266,53.0%,153,2711,,1656,153,11.0,324,,651,153,15.7,461
2718,233,251,Porygon2,Hidden Power Ground,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1019,12.0,354,49.1%,278,55.5%,153,2711,,1439,153,12.0,354,,1294,153,12.0,354
2719,233,251,Porygon2,Hidden Power Ground,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1525,10.3,302,41.8%,234,46.7%,153,2711,,1879,153,10.3,302,,898,153,14.2,419
2720,233,251,Porygon2,Hidden Power Rock,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1245,11.0,324,45.0%,266,53.0%,153,2711,,1657,153,11.0,324,,652,153,15.7,461
2721,233,251,Porygon2,Hidden Power Rock,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1020,12.0,354,49.1%,278,55.5%,153,2711,,1440,153,12.0,354,,1295,153,12.0,354
2722,233,251,Porygon2,Hidden Power Rock,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1526,10.3,302,41.8%,234,46.7%,153,2711,,1880,153,10.3,302,,899,153,14.2,419
2723,233,251,Porygon2,Hidden Power Bug,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1246,11.0,324,45.0%,266,53.0%,153,2711,,1658,153,11.0,324,,653,153,15.7,461
2724,233,251,Porygon2,Hidden Power Bug,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1021,12.0,354,49.1%,278,55.5%,153,2711,,1441,153,12.0,354,,1296,153,12.0,354
2725,233,251,Porygon2,Hidden Power Bug,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1527,10.3,302,41.8%,234,46.7%,153,2711,,1881,153,10.3,302,,900,153,14.2,419
2726,233,251,Porygon2,Hidden Power Ghost,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1247,11.0,324,45.0%,266,53.0%,153,2711,,2201,153,9.0,266,,654,153,15.7,461
2727,233,251,Porygon2,Hidden Power Ghost,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1022,12.0,354,49.1%,278,55.5%,153,2711,,1984,153,9.9,289,,1297,153,12.0,354
2728,233,251,Porygon2,Hidden Power Ghost,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1528,10.3,302,41.8%,234,46.7%,153,2711,,2514,153,8.1,237,,901,153,14.2,419
2729,233,251,Porygon2,Hidden Power Steel,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1248,11.0,324,45.0%,266,53.0%,153,2711,,1659,153,11.0,324,,856,153,14.5,425
2730,233,251,Porygon2,Hidden Power Steel,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1023,12.0,354,49.1%,278,55.5%,153,2711,,1442,153,12.0,354,,1557,153,10.7,314
2731,233,251,Porygon2,Hidden Power Steel,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1529,10.3,302,41.8%,234,46.7%,153,2711,,1882,153,10.3,302,,1136,153,12.9,378
2732,233,251,Porygon2,Hidden Power Fire,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1249,11.0,324,45.0%,266,53.0%,153,2711,,1660,153,11.0,324,,857,153,14.5,425
2733,233,251,Porygon2,Hidden Power Fire,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1024,12.0,354,49.1%,278,55.5%,153,2711,,1443,153,12.0,354,,1558,153,10.7,314
2734,233,251,Porygon2,Hidden Power Fire,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1530,10.3,302,41.8%,234,46.7%,153,2711,,1883,153,10.3,302,,1137,153,12.9,378
2735,233,251,Porygon2,Hidden Power Water,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1250,11.0,324,45.0%,266,53.0%,153,2711,,1661,153,11.0,324,,858,153,14.5,425
2736,233,251,Porygon2,Hidden Power Water,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1025,12.0,354,49.1%,278,55.5%,153,2711,,1444,153,12.0,354,,1559,153,10.7,314
2737,233,251,Porygon2,Hidden Power Water,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1531,10.3,302,41.8%,234,46.7%,153,2711,,1884,153,10.3,302,,1138,153,12.9,378
2738,233,251,Porygon2,Hidden Power Grass,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1251,11.0,324,45.0%,266,53.0%,153,2711,,1662,153,11.0,324,,486,153,17.7,519
2739,233,251,Porygon2,Hidden Power Grass,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1026,12.0,354,49.1%,278,55.5%,153,2711,,1445,153,12.0,354,,911,153,14.2,418
2740,233,251,Porygon2,Hidden Power Grass,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1532,10.3,302,41.8%,234,46.7%,153,2711,,1885,153,10.3,302,,574,153,16.4,483
2741,233,251,Porygon2,Hidden Power Electric,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1252,11.0,324,45.0%,266,53.0%,153,2711,,1663,153,11.0,324,,487,153,17.7,519
2742,233,251,Porygon2,Hidden Power Electric,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1027,12.0,354,49.1%,278,55.5%,153,2711,,1446,153,12.0,354,,912,153,14.2,418
2743,233,251,Porygon2,Hidden Power Electric,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1533,10.3,302,41.8%,234,46.7%,153,2711,,1886,153,10.3,302,,575,153,16.4,483
2744,233,251,Porygon2,Hidden Power Psychic,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1253,11.0,324,45.0%,266,53.0%,153,2711,,1664,153,11.0,324,,655,153,15.7,461
2745,233,251,Porygon2,Hidden Power Psychic,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1028,12.0,354,49.1%,278,55.5%,153,2711,,1447,153,12.0,354,,1298,153,12.0,354
2746,233,251,Porygon2,Hidden Power Psychic,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1534,10.3,302,41.8%,234,46.7%,153,2711,,1887,153,10.3,302,,902,153,14.2,419
2747,233,251,Porygon2,Hidden Power Ice,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1254,11.0,324,45.0%,266,53.0%,153,2711,,1665,153,11.0,324,,859,153,14.5,425
2748,233,251,Porygon2,Hidden Power Ice,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1029,12.0,354,49.1%,278,55.5%,153,2711,,1448,153,12.0,354,,1560,153,10.7,314
2749,233,251,Porygon2,Hidden Power Ice,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1535,10.3,302,41.8%,234,46.7%,153,2711,,1888,153,10.3,302,,1139,153,12.9,378
2750,233,251,Porygon2,Hidden Power Dragon,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1255,11.0,324,45.0%,266,53.0%,153,2711,,1666,153,11.0,324,,656,153,15.7,461
2751,233,251,Porygon2,Hidden Power Dragon,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1030,12.0,354,49.1%,278,55.5%,153,2711,,1449,153,12.0,354,,1299,153,12.0,354
2752,233,251,Porygon2,Hidden Power Dragon,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1536,10.3,302,41.8%,234,46.7%,153,2711,,1889,153,10.3,302,,903,153,14.2,419
2753,233,251,Porygon2,Hidden Power Dark,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1256,11.0,324,45.0%,266,53.0%,153,2711,,1667,153,11.0,324,,657,153,15.7,461
2754,233,251,Porygon2,Hidden Power Dark,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1031,12.0,354,49.1%,278,55.5%,153,2711,,1450,153,12.0,354,,1300,153,12.0,354
2755,233,251,Porygon2,Hidden Power Dark,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1537,10.3,302,41.8%,234,46.7%,153,2711,,1890,153,10.3,302,,904,153,14.2,419
2756,233,251,Porygon2,Hidden Power Fairy,Solar Beam,5.5,19.2,,11.0,59%,,87%,91%,,1257,11.0,324,45.0%,266,53.0%,153,2711,,1668,153,11.0,324,,658,153,15.7,461
2757,233,251,Porygon2,Hidden Power Fairy,Hyper Beam,5.5,24.6,,12.0,66%,,95%,95%,,1032,12.0,354,49.1%,278,55.5%,153,2711,,1451,153,12.0,354,,1301,153,12.0,354
2758,233,251,Porygon2,Hidden Power Fairy,Zap Cannon,5.5,19.7,,10.3,66%,,81%,80%,,1538,10.3,302,41.8%,234,46.7%,153,2711,,1891,153,10.3,302,,905,153,14.2,419
2759,233,251,Porygon2,Charge Beam,Solar Beam,4.2,19.2,,11.1,54%,,87%,86%,,1321,11.1,327,45.4%,251,50.1%,153,2711,,1638,153,11.1,327,,475,153,17.8,523
2760,233,251,Porygon2,Charge Beam,Hyper Beam,4.2,24.6,,12.3,60%,,97%,90%,,1109,12.3,362,50.2%,263,52.5%,153,2711,,1368,153,12.3,362,,982,153,13.8,406
2761,233,251,Porygon2,Charge Beam,Zap Cannon,4.2,19.7,,10.3,61%,,81%,74%,,1662,10.3,301,41.8%,216,43.1%,153,2711,,1893,153,10.3,301,,578,153,16.4,482
2762,234,252,Stantler,Tackle,Stomp,6.8,19.3,,11.1,66%,,95%,86%,,2534,11.1,222,30.7%,160,32.0%,104,2164,,2642,104,11.1,222,,2433,104,11.1,222
2763,234,252,Stantler,Tackle,Wild Charge,6.8,17.4,,11.6,55%,,100%,100%,,2268,11.6,232,32.2%,188,37.4%,104,2164,,2557,104,11.6,232,,1484,104,16.3,327
2764,234,252,Stantler,Tackle,Megahorn,6.8,20.5,,10.0,76%,,87%,79%,,2780,10.0,201,27.9%,148,29.4%,104,2164,,2834,104,10.0,201,,2642,104,10.0,201
2765,234,252,Stantler,Zen Headbutt,Stomp,5.9,19.3,,10.4,67%,,89%,80%,,2719,10.4,208,28.8%,150,29.9%,104,2164,,2768,104,10.4,208,,2563,104,10.4,208
2766,234,252,Stantler,Zen Headbutt,Wild Charge,5.9,17.4,,11.0,56%,,95%,94%,,2425,11.0,220,30.6%,177,35.2%,104,2164,,2650,104,11.0,220,,1566,104,15.6,313
2767,234,252,Stantler,Zen Headbutt,Megahorn,5.9,20.5,,9.3,77%,,80%,67%,,3051,9.3,186,25.7%,126,25.2%,104,2164,,3013,104,9.3,186,,2835,104,9.3,186
2768,235,253,Smeargle,Tackle,Struggle,2.5,2.7,,2.6,40%,,100%,100%,,4707,2.6,30,4.2%,20,3.9%,60,431,,4697,60,2.6,30,,4660,60,2.6,30
2769,236,254,Tyrogue,Rock Smash,Brick Break,3.0,5.9,,4.5,50%,,99%,85%,,4693,4.5,32,4.5%,25,5.0%,38,492,,4489,38,7.1,52,,4642,38,4.5,32
2770,236,254,Tyrogue,Rock Smash,Rock Slide,3.0,5.8,,4.5,47%,,99%,100%,,4676,4.5,33,4.5%,30,5.9%,38,492,,4654,38,5.4,39,,4640,38,4.5,33
2771,236,254,Tyrogue,Rock Smash,Low Sweep,3.0,5.0,,4.1,43%,,91%,80%,,4699,4.1,30,4.2%,24,4.8%,38,492,,4546,38,6.6,48,,4666,38,4.1,30
2772,236,254,Tyrogue,Tackle,Brick Break,2.8,5.9,,4.5,45%,,99%,70%,,4702,4.5,33,4.5%,21,4.1%,38,492,,4564,38,6.5,47,,4639,38,4.5,33
2773,236,254,Tyrogue,Tackle,Rock Slide,2.8,5.8,,4.5,43%,,100%,81%,,4694,4.5,33,4.6%,24,4.8%,38,492,,4684,38,4.5,33,,4637,38,4.5,33
2774,236,254,Tyrogue,Tackle,Low Sweep,2.8,5.0,,4.1,39%,,91%,67%,,4708,4.1,30,4.2%,20,3.9%,38,492,,4611,38,6.0,43,,4669,38,4.1,30
2775,237,255,Hitmontop,Rock Smash,Close Combat,6.7,23.7,,10.1,80%,,90%,100%,,2459,10.1,238,33.0%,159,31.8%,123,2156,,1177,123,16.1,381,,2260,123,10.1,238
2776,237,255,Hitmontop,Rock Smash,Gyro Ball,6.7,11.2,,8.6,56%,,77%,97%,,2685,8.6,205,28.4%,155,30.9%,123,2156,,2262,123,10.9,258,,3092,123,6.8,161
2777,237,255,Hitmontop,Rock Smash,Stone Edge,6.7,19.8,,9.3,80%,,83%,91%,,2658,9.3,220,30.5%,146,29.1%,123,2156,,1933,123,12.5,296,,2450,123,9.3,220
2778,237,255,Hitmontop,Counter,Close Combat,7.7,23.7,,11.2,79%,,100%,97%,,2350,11.2,265,36.7%,154,30.8%,123,2156,,863,123,17.9,424,,2001,123,11.2,265
2779,237,255,Hitmontop,Counter,Gyro Ball,7.7,11.2,,9.3,54%,,84%,95%,,2608,9.3,221,30.7%,151,30.2%,123,2156,,1951,123,12.4,294,,2857,123,7.7,184
2780,237,255,Hitmontop,Counter,Stone Edge,7.7,19.8,,10.3,79%,,92%,88%,,2568,10.3,245,34.0%,140,28.0%,123,2156,,1595,123,14.0,331,,2200,123,10.3,245
2781,238,256,Smoochum,Frost Breath,Ice Beam,5.9,13.4,,10.1,44%,LEGACY,100%,100%,,3568,10.1,111,15.4%,105,21.0%,57,1291,,3743,57,10.1,111,,4124,57,6.3,70
2782,238,256,Smoochum,Frost Breath,Ice Punch,5.9,12.9,,9.5,48%,LEGACY,95%,81%,,3734,9.5,105,14.6%,85,16.9%,57,1291,,3813,57,9.5,105,,4173,57,6.0,66
2783,238,256,Smoochum,Frost Breath,Psyshock,5.9,11.9,,9.7,36%,LEGACY,96%,89%,,3664,9.7,107,14.9%,94,18.7%,57,1291,,3792,57,9.7,107,,3778,57,8.9,98
2784,238,256,Smoochum,Powder Snow,Ice Beam,3.4,13.4,,9.8,36%,,98%,98%,,3585,9.8,109,15.1%,103,20.6%,57,1291,,3769,57,9.8,109,,4145,57,6.2,68
2785,238,256,Smoochum,Powder Snow,Ice Punch,3.4,12.9,,9.2,39%,,91%,85%,,3722,9.2,101,14.0%,90,17.9%,57,1291,,3851,57,9.2,101,,4213,57,5.7,63
2786,238,256,Smoochum,Powder Snow,Psyshock,3.4,11.9,,9.5,28%,,94%,95%,,3632,9.5,104,14.5%,100,20.0%,57,1291,,3821,57,9.5,104,,3760,57,9.1,100
2787,238,256,Smoochum,Pound,Ice Beam,5.4,13.4,,10.0,43%,,99%,93%,,3620,10.0,110,15.3%,97,19.4%,57,1291,,3751,57,10.0,110,,3997,57,7.1,79
2788,238,256,Smoochum,Pound,Ice Punch,5.4,12.9,,9.4,46%,,93%,74%,,3795,9.4,104,14.4%,78,15.6%,57,1291,,3825,57,9.4,104,,4043,57,6.8,75
2789,238,256,Smoochum,Pound,Psyshock,5.4,11.9,,9.6,34%,,95%,83%,,3713,9.6,106,14.7%,87,17.4%,57,1291,,3806,57,9.6,106,,3700,57,9.6,106
2790,239,257,Elekid,Thunder Shock,Thunder Punch,4.3,11.0,,8.0,44%,,85%,74%,,3871,8.0,96,13.4%,75,14.9%,63,1206,,3899,63,8.0,96,,3171,63,12.8,154
2791,239,257,Elekid,Thunder Shock,Brick Break,4.3,9.2,,6.8,48%,,73%,59%,,4113,6.8,82,11.4%,60,11.9%,63,1206,,3695,63,9.7,117,,3788,63,8.1,97
2792,239,257,Elekid,Thunder Shock,Discharge,4.3,11.4,,9.0,34%,,96%,91%,,3667,9.0,108,15.0%,93,18.5%,63,1206,,3775,63,9.0,108,,2974,63,14.4,173
2793,239,257,Elekid,Thunder Shock,Thunderbolt,4.3,14.0,,9.4,48%,LEGACY,100%,100%,,3580,9.4,113,15.7%,102,20.3%,63,1206,,3726,63,9.4,113,,2880,63,15.0,181
2794,239,257,Elekid,Low Kick,Thunder Punch,4.3,11.0,,7.7,49%,,82%,69%,,3942,7.7,92,12.8%,70,13.9%,63,1206,,3783,63,9.0,108,,3398,63,11.0,133
2795,239,257,Elekid,Low Kick,Brick Break,4.3,9.2,,6.6,53%,,70%,55%,,4187,6.6,79,11.0%,56,11.1%,63,1206,,3619,63,10.6,127,,3988,63,6.6,79
2796,239,257,Elekid,Low Kick,Discharge,4.3,11.4,,8.7,39%,,92%,85%,,3724,8.7,104,14.5%,87,17.3%,63,1206,,3697,63,9.7,117,,3166,63,12.9,155
2797,239,257,Elekid,Low Kick,Thunderbolt,4.3,14.0,,8.9,53%,LEGACY,95%,91%,,3670,8.9,107,14.9%,93,18.6%,63,1206,,3634,63,10.3,124,,3162,63,12.9,155
2798,240,258,Magby,Ember,Brick Break,5.3,10.1,,7.6,52%,,78%,72%,,3972,7.6,90,12.4%,69,13.8%,61,1323,,3633,61,10.5,124,,4456,38,6.5,48
2799,240,258,Magby,Ember,Fire Punch,5.3,12.1,,9.2,42%,,95%,100%,,3644,9.2,109,15.1%,96,19.1%,61,1323,,3759,61,9.2,109,,4545,38,5.8,43
2800,240,258,Magby,Ember,Flame Burst,5.3,13.1,,9.1,51%,,93%,96%,,3678,9.1,108,14.9%,92,18.2%,61,1323,,3788,61,9.1,108,,4562,38,5.7,42
2801,240,258,Magby,Ember,Flamethrower,5.3,15.4,,9.7,56%,LEGACY,100%,99%,,3610,9.7,115,16.0%,95,19.0%,61,1323,,3709,61,9.7,115,,4516,38,6.1,45
2802,240,258,Magby,Karate Chop,Brick Break,4.6,10.1,,7.4,49%,,76%,71%,,3995,7.4,88,12.2%,68,13.5%,61,1323,,3495,61,11.9,140,,4353,38,7.4,55
2803,240,258,Magby,Karate Chop,Fire Punch,4.6,12.1,,9.2,39%,,94%,99%,,3652,9.2,109,15.1%,95,18.9%,61,1323,,3656,61,10.3,121,,4469,38,6.4,47
2804,240,258,Magby,Karate Chop,Flame Burst,4.6,13.1,,9.1,47%,,93%,96%,,3679,9.1,107,14.8%,92,18.3%,61,1323,,3646,61,10.3,122,,4459,38,6.5,48
2805,240,258,Magby,Karate Chop,Flamethrower,4.6,15.4,,9.7,52%,LEGACY,100%,100%,,3606,9.7,115,16.0%,96,19.1%,61,1323,,3558,61,11.2,132,,4412,38,7.0,52
2806,241,259,Miltank,Tackle,Stomp,5.8,16.1,,9.0,68%,,99%,86%,,1883,9.0,306,42.4%,183,36.6%,176,2354,,1839,176,9.0,306,,1643,176,9.0,306
2807,241,259,Miltank,Tackle,Body Slam,5.8,13.2,,9.1,55%,,100%,100%,,1629,9.1,309,42.8%,214,42.6%,176,2354,,1807,176,9.1,309,,1616,176,9.1,309
2808,241,259,Miltank,Tackle,Gyro Ball,5.8,10.2,,7.9,51%,,87%,87%,,2042,7.9,269,37.2%,187,37.2%,176,2354,,2164,176,7.9,269,,2589,176,6.1,205
2809,241,259,Miltank,Tackle,Thunderbolt,5.8,13.4,,8.9,59%,,98%,93%,,1810,8.9,301,41.8%,199,39.7%,176,2354,,1895,176,8.9,301,,934,176,12.2,413
2810,241,259,Miltank,Tackle,Ice Beam,5.8,11.5,,8.6,51%,,94%,96%,,1823,8.6,289,40.1%,206,41.0%,176,2354,,1986,176,8.6,289,,2472,176,6.5,218
2811,241,259,Miltank,Zen Headbutt,Stomp,5.0,16.1,,8.4,69%,,92%,87%,,1968,8.4,284,39.3%,186,37.1%,176,2354,,2030,176,8.4,284,,1824,176,8.4,284
2812,241,259,Miltank,Zen Headbutt,Body Slam,5.0,13.2,,8.6,56%,,94%,97%,,1812,8.6,291,40.3%,206,41.2%,176,2354,,1974,176,8.6,291,,1756,176,8.6,291
2813,241,259,Miltank,Zen Headbutt,Gyro Ball,5.0,10.2,,7.5,52%,,82%,89%,,2094,7.5,253,35.0%,190,38.0%,176,2354,,2334,176,7.5,253,,2768,176,5.6,191
2814,241,259,Miltank,Zen Headbutt,Thunderbolt,5.0,13.4,,8.3,60%,,91%,94%,,1878,8.3,282,39.1%,201,40.1%,176,2354,,2048,176,8.3,282,,1059,176,11.6,391
2815,241,259,Miltank,Zen Headbutt,Ice Beam,5.0,11.5,,8.1,52%,,88%,97%,,1876,8.1,273,37.8%,207,41.4%,176,2354,,2132,176,8.1,273,,2613,176,6.0,204
2816,242,260,Blissey,Pound,Psychic,5.6,12.6,,7.5,73%,,80%,69%,,425,7.5,498,69.1%,285,56.8%,347,2757,,464,347,7.5,498,,546,347,7.5,498
2817,242,260,Blissey,Pound,Hyper Beam,5.6,16.7,,9.3,66%,,100%,100%,,19,9.3,623,86.4%,411,82.0%,347,2757,,160,347,9.3,623,,269,347,9.3,623
2818,242,260,Blissey,Pound,Dazzling Gleam,5.6,10.1,,7.9,48%,,85%,95%,,160,7.9,527,73.1%,392,78.1%,347,2757,,370,347,7.9,527,,459,347,7.9,527
2819,242,260,Blissey,Zen Headbutt,Psychic,4.2,12.6,,6.4,74%,,69%,70%,,601,6.4,429,59.5%,288,57.4%,347,2757,,804,347,6.4,429,,831,347,6.4,429
2820,242,260,Blissey,Zen Headbutt,Hyper Beam,4.2,16.7,,8.3,67%,,89%,99%,,69,8.3,555,77.0%,406,80.9%,347,2757,,283,347,8.3,555,,387,347,8.3,555
2821,242,260,Blissey,Zen Headbutt,Dazzling Gleam,4.2,10.1,,7.2,50%,,77%,94%,,235,7.2,479,66.5%,384,76.7%,347,2757,,549,347,7.2,479,,583,347,7.2,479
2822,243,261,Raikou,Thunder Shock,Thunder,6.8,30.9,,13.6,72%,,86%,56%,,785,13.6,447,62.1%,241,48.1%,171,3452,,686,171,13.6,447,,189,171,21.8,716
2823,243,261,Raikou,Thunder Shock,Thunderbolt,6.8,23.8,,14.8,53%,,93%,72%,,371,14.8,485,67.3%,310,61.9%,171,3452,,528,171,14.8,485,,134,171,23.7,777
2824,243,261,Raikou,Thunder Shock,Wild Charge,6.8,25.8,,15.9,52%,,100%,79%,,252,15.9,522,72.4%,340,67.9%,171,3452,,401,171,15.9,522,,108,171,25.5,835
2825,243,261,Raikou,Thunder Shock,Shadow Ball,6.8,20.8,,14.1,48%,,88%,72%,,426,14.1,461,64.0%,310,61.9%,171,3452,,2390,171,7.5,246,,464,171,16.0,526
2826,243,261,Raikou,Volt Switch,Thunder,6.7,30.9,,12.9,74%,,81%,81%,,383,12.9,424,58.9%,347,69.2%,171,3452,,858,171,12.9,424,,212,171,20.7,679
2827,243,261,Raikou,Volt Switch,Thunderbolt,6.7,23.8,,14.2,56%,,89%,92%,,232,14.2,465,64.5%,395,78.8%,171,3452,,577,171,14.2,465,,159,171,22.7,745
2828,243,261,Raikou,Volt Switch,Wild Charge,6.7,25.8,,15.2,55%,,96%,100%,,95,15.2,500,69.3%,428,85.4%,171,3452,,457,171,15.2,500,,124,171,24.4,800
2829,243,261,Raikou,Volt Switch,Shadow Ball,6.7,20.8,,13.5,51%,,85%,91%,,273,13.5,445,61.7%,391,77.9%,171,3452,,2417,171,7.4,243,,508,171,15.6,513
2830,244,262,Entei,Fire Spin,Flamethrower,9.6,23.1,,14.7,62%,,90%,87%,,231,14.7,516,71.5%,361,72.0%,183,3473,,417,183,14.7,516,,2638,114,9.2,201
2831,244,262,Entei,Fire Spin,Fire Blast,9.6,24.4,,14.8,65%,,91%,91%,,197,14.8,521,72.3%,377,75.2%,183,3473,,402,183,14.8,521,,2612,114,9.3,204
2832,244,262,Entei,Fire Spin,Overheat,9.6,29.2,,16.3,66%,,100%,100%,,39,16.3,573,79.5%,415,82.7%,183,3473,,219,183,16.3,573,,2398,114,10.2,224
2833,244,262,Entei,Fire Spin,Iron Head,9.6,19.1,,12.8,66%,,79%,72%,,482,12.8,451,62.5%,298,59.4%,183,3473,,669,183,12.8,451,,2940,114,8.0,176
2834,244,262,Entei,Fire Fang,Flamethrower,9.3,23.1,,14.4,63%,,88%,83%,,279,14.4,506,70.2%,343,68.3%,183,3473,,439,183,14.4,506,,2678,114,9.0,198
2835,244,262,Entei,Fire Fang,Fire Blast,9.3,24.4,,14.6,65%,,89%,85%,,245,14.6,511,70.9%,353,70.5%,183,3473,,427,183,14.6,511,,2662,114,9.1,200
2836,244,262,Entei,Fire Fang,Overheat,9.3,29.2,,16.0,66%,,98%,94%,,92,16.0,562,78.0%,391,77.9%,183,3473,,253,183,16.0,562,,2457,114,10.0,220
2837,244,262,Entei,Fire Fang,Iron Head,9.3,19.1,,12.6,67%,,77%,67%,,599,12.6,442,61.3%,279,55.7%,183,3473,,721,183,12.6,442,,2980,114,7.9,173
2838,245,263,Suicune,Hidden Power,Hydro Pump,5.1,22.4,,10.2,70%,LEGACY,94%,94%,,488,10.2,427,59.3%,313,62.4%,217,2983,,809,217,10.2,427,,493,347,7.7,516
2839,245,263,Suicune,Hidden Power,Bubble Beam,5.1,13.5,,8.8,55%,LEGACY,81%,80%,,1051,8.8,367,51.0%,266,53.0%,217,2983,,1302,217,8.8,367,,762,347,6.6,437
2840,245,263,Suicune,Hidden Power,Water Pulse,5.1,12.5,,8.6,53%,LEGACY,79%,84%,,971,8.6,358,49.6%,280,55.9%,217,2983,,1400,217,8.6,358,,863,347,6.4,425
2841,245,263,Suicune,Hidden Power,Ice Beam,5.1,13.0,,8.9,52%,LEGACY+TM,81%,88%,,809,8.9,370,51.4%,292,58.3%,217,2983,,1269,217,8.9,370,,782,347,6.5,436
2842,245,263,Suicune,Hidden Power Normal,Hydro Pump,5.1,22.4,,10.2,70%,LEGACY,94%,94%,,489,10.2,427,59.3%,313,62.4%,217,2983,,810,217,10.2,427,,494,347,7.7,516
2843,245,263,Suicune,Hidden Power Normal,Bubble Beam,5.1,13.5,,8.8,55%,LEGACY,81%,80%,,1052,8.8,367,51.0%,266,53.0%,217,2983,,1303,217,8.8,367,,763,347,6.6,437
2844,245,263,Suicune,Hidden Power Normal,Water Pulse,5.1,12.5,,8.6,53%,LEGACY,79%,84%,,972,8.6,358,49.6%,280,55.9%,217,2983,,1401,217,8.6,358,,864,347,6.4,425
2845,245,263,Suicune,Hidden Power Normal,Ice Beam,5.1,13.0,,8.9,52%,LEGACY+TM,81%,88%,,810,8.9,370,51.4%,292,58.3%,217,2983,,1270,217,8.9,370,,783,347,6.5,436
2846,245,263,Suicune,Hidden Power Fighting,Hydro Pump,5.1,22.4,,10.2,70%,LEGACY,94%,94%,,490,10.2,427,59.3%,313,62.4%,217,2983,,416,217,12.4,516,,495,347,7.7,516
2847,245,263,Suicune,Hidden Power Fighting,Bubble Beam,5.1,13.5,,8.8,55%,LEGACY,81%,80%,,1053,8.8,367,51.0%,266,53.0%,217,2983,,744,217,10.5,437,,764,347,6.6,437
2848,245,263,Suicune,Hidden Power Fighting,Water Pulse,5.1,12.5,,8.6,53%,LEGACY,79%,84%,,973,8.6,358,49.6%,280,55.9%,217,2983,,842,217,10.2,425,,865,347,6.4,425
